 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2009-2011
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"313070 Indianópolis";7;318;525;561;671;1195;4440;2598;1958;2976;550;1157;1608;90;3374;21002;1;6;993;179;835;380;53;652;28;34;1;3083;7;3271;9902;599;2;513;38;3;-;4453;6247;209;273;201;3606;1561;-;1;2;-;-;-;-;-;-;-
"313080 Ingaí";7;63;286;343;311;333;1774;1371;1406;2404;758;-;4;-;919;2393;-;-;1509;473;25;50;1413;986;12;28;4;5;1657;3175;3186;2247;20;1824;54;-;186;786;126;111;1343;5515;529;10520;-;2;-;1;-;3;-;-;-;4
"313090 Inhapim";893;3382;8932;10604;10763;11160;36424;24801;24357;33659;8630;4229;10820;841;21888;105518;271;331;16397;4206;3524;2005;6349;8519;464;401;87;735;3394;133207;14937;35072;9668;44216;4415;3105;278;5424;6356;2578;8972;30619;3221;62161;-;52;29;-;6;30;-;52;10;9
"313100 Inhaúma";736;237;693;880;888;1078;4737;3331;3314;4505;2405;1480;1918;2;1725;5235;-;-;10855;458;-;222;1096;1525;-;309;2;-;-;10467;6950;3919;6;1526;52;-;9;498;55316;151;850;5420;430;6403;-;1;3;-;-;-;-;-;-;-
"313110 Inimutaba";23914;140;800;1298;2435;3852;20306;8647;6645;11626;6345;1026;4465;72;4297;10595;-;97;117;54;5;41;132;93;47;18;-;-;-;33744;4102;25816;109;4923;1089;54;27;4749;21605;1330;1413;5088;94;21021;-;16;3;12;-;5;-;-;9;-
"313115 Ipaba";2236;1166;2901;2651;2335;2844;12807;4698;4885;7869;5039;3633;2518;114;4226;8528;353;362;9867;1255;843;966;952;1494;42;91;10;95;121;30364;4195;7041;1415;5138;477;1295;68;352;632;88;1901;1816;24;9645;-;8;3;-;1;3;-;19;3;8
"313120 Ipanema";2129;953;2758;2983;2818;2771;11695;6854;6799;9686;1935;840;2529;148;1372;4895;33;13;13383;830;144;218;3664;2410;22;35;1;-;1;26715;9279;3131;251;1229;105;-;-;175;76294;327;2134;6390;130;4673;-;7;6;1;-;2;-;-;1;52
"313130 Ipatinga";36842;10442;16402;12288;10616;13198;63465;42824;57622;69701;44619;40255;48274;1495;50829;147843;189;269;652216;34478;11107;4270;54007;22511;117;12549;37;1326;41183;310750;356692;96054;36775;36196;15086;4397;40;5246;662;3189;6347;10849;4755;10609;7;169;128;5;1;37;-;21;46;11
"313140 Ipiaçu";2;391;1054;903;937;1330;5954;2822;2180;3905;249;620;417;32;680;1477;3;12;3714;755;74;182;477;806;83;34;1;2;113;3836;4731;5390;633;546;225;12;32;33;-;50;956;2027;58;22862;-;6;6;1;-;1;-;7;2;3
"313150 Ipuiúna";367;25;136;235;610;1426;6004;3490;3445;4697;974;1109;1901;71;1996;7038;98;-;7727;456;890;83;1349;1624;110;26;7;-;1;3095;-;1558;26;1993;41;8;-;160;3;26;2941;3510;47;5449;-;18;7;-;-;5;-;-;-;5
"313160 Iraí de Minas";1;480;1316;1159;885;1333;5508;3533;3392;4755;291;89;1139;93;2226;8103;8;1;4255;224;221;210;462;409;48;544;2;5;1;1429;216;3432;1638;1677;204;165;16;108;3881;130;565;839;522;9595;-;8;5;3;-;2;-;-;2;4
"313170 Itabira";4711;7419;15253;11752;11598;14933;61752;40806;38943;52695;26706;14800;19573;771;20079;60254;88;48;58876;8409;6430;2218;13963;31854;253;3946;19;284;259;430506;82096;51899;28662;130443;8616;962;1152;6641;134021;1436;5401;10470;2272;21154;32;156;137;11;-;36;-;15;16;117
"313180 Itabirinha";942;2345;5806;3521;3426;4909;11765;6731;8231;11347;2767;2359;4163;360;7686;29958;914;19;6314;1791;1013;1431;1819;1756;556;166;72;472;105;16126;7422;10383;941;14824;1171;735;1080;434;95;485;17979;26588;7550;20539;-;5;9;-;-;2;-;19;2;3
"313190 Itabirito";5690;953;1266;1335;1610;3296;12370;9851;11607;14604;2808;2656;3312;88;4739;13413;7;19;22378;2121;1376;523;2121;8012;21;756;1;339;28;16683;1618;2777;325;4693;150;107;2;727;153;534;2470;1712;171;4237;-;35;28;-;-;4;-;2;8;1
"313200 Itacambira";14;484;1257;1228;1246;1171;4210;2561;1870;2815;247;1393;1052;-;704;4396;-;4;5018;2565;248;584;3140;3431;378;1012;-;-;19;1813;1164;2290;2921;12730;353;559;575;207;3745;207;801;1297;428;1551;-;1;2;-;-;-;-;-;-;2
"313210 Itacarambi";-;8841;10833;4880;5131;8384;33028;13889;11369;20144;9944;4844;3540;68;1886;8924;65;91;6761;1764;869;676;1175;2661;510;1086;32;224;284;45546;108751;7370;1433;3563;475;130;9;2195;53779;1185;536;2006;134;-;-;3;-;-;-;2;-;2;1;3
"313220 Itaguara";54;279;754;1266;1891;2354;9559;7896;7994;10832;1521;5;834;37;5981;36560;38;10;23134;2369;27;11;4387;1211;184;164;-;5;5;21855;482;10633;7750;10021;1044;191;989;978;12213;418;1344;6778;34;9237;-;10;4;1;-;8;-;3;-;1
"313230 Itaipé";3642;1779;3804;3762;3622;3601;11371;5070;4146;6222;5151;3487;1855;215;3327;10459;17;66;7059;1248;306;847;1748;1151;114;322;1;-;4;6924;588;3066;300;1414;106;103;-;914;39093;743;959;3588;135;3513;-;-;-;-;-;-;-;-;-;-
"313240 Itajubá";484;1787;3895;3655;3848;5067;18401;14073;16095;23955;7058;2385;4832;472;18218;58145;390;138;22758;4592;1055;1297;14036;8201;138;388;39;6;7;36266;1023;21863;3591;21960;1221;2222;206;1269;256;1364;7415;11440;1078;20225;1;69;61;10;-;22;-;1;5;21
"313250 Itamarandiba";106;2647;5881;5497;5306;5772;20895;11199;11119;16913;5804;5354;5580;419;8257;18702;30;33;33619;3386;1636;2022;4449;4851;316;337;18;325;16;63195;110498;9108;2382;39390;1351;2081;140;901;5237;744;3060;6023;541;71796;1;29;15;5;1;17;-;3;6;129
"313260 Itamarati de Minas";133;184;510;511;727;821;2379;2043;1948;3159;968;715;622;36;869;3144;14;5;213;80;503;22;155;324;-;3;3;-;-;2443;-;1780;19;689;53;2;22;193;60;40;734;895;29;2350;-;6;5;2;-;4;-;-;-;-
"313270 Itambacuri";62;2833;5942;5861;5475;5955;21362;12264;10867;22281;15793;6516;4942;1039;8935;29236;229;107;65614;3533;2576;703;5183;4437;212;161;11;336;169;75326;61788;28430;2180;15086;740;1338;4968;9019;25588;679;7732;15194;1724;24805;2;13;4;-;-;4;-;3;-;2
"313280 Itambé do Mato Dentro";-;105;548;482;441;485;1819;1339;1129;1950;3875;467;532;14;194;1121;-;7;267;602;151;199;497;1371;79;325;34;-;18;3125;2216;1011;1671;749;100;427;11;1092;-;31;340;906;1704;6208;-;1;2;-;-;3;-;-;2;2
"313290 Itamogi";1720;509;1747;2649;2949;4317;16609;13292;10945;137255;1294;1744;2225;73;6274;20961;1;8;3744;2464;794;872;14360;4142;60;3;2;-;47;17172;363298;10867;5184;4847;937;7;1;1236;27389;210;2451;10694;3772;11878;-;16;19;3;-;12;-;-;3;-
"313300 Itamonte";3891;720;1643;1992;1685;1803;6434;4042;4007;5246;3264;300;1804;30;6961;29406;-;3;2035;432;24;44;1200;999;76;56;63;321;451;8924;617;5915;1062;2919;225;116;2;209;2978;248;1069;3391;70;13674;-;9;6;-;-;3;-;-;1;3
"313310 Itanhandu";2538;391;721;1157;1991;2734;13320;9826;9077;13895;2004;3788;6370;185;7248;15937;48;105;6429;1975;311;132;2490;4651;49;35;2;-;-;23187;403;11383;449;12534;286;-;-;592;72789;3303;2661;4312;277;15732;18;14;26;-;-;14;-;-;2;30
"313320 Itanhomi";2230;849;2017;2382;2569;3008;8826;5872;12463;9586;3302;1747;2643;445;4668;11305;221;207;299640;1294;1375;1338;1275;1186;265;59;53;1592;364;21117;7999;150708;3980;18266;1226;118;392;1029;1065;458;2320;4193;790;12924;1;25;14;9;-;20;2;11;10;9
"313330 Itaobim";14;2272;5628;4985;4641;5249;18554;10296;9882;16212;6939;5303;5475;453;3120;13124;238;144;21501;2957;159;1941;9829;4839;308;131;1;-;3;17179;382;15868;5230;6105;1396;2695;15;218;30643;387;1137;1265;14;6545;-;13;4;6;1;6;-;5;38;17
"313340 Itapagipe";943;155;556;771;775;768;3800;3645;4346;8313;5501;190;1465;20;12286;37581;2;180;3855;965;219;166;2901;3046;25;2;25;-;-;17991;17114;10070;2067;2073;454;112;75;13974;41763;736;1562;4423;3535;10214;1;14;20;-;-;6;-;-;1;9
"313350 Itapecerica";1327;1382;3337;3706;4158;4067;17930;12296;13847;242214;3525;760;3093;247;8377;29445;94;161;46738;2855;1695;316;4525;4252;320;449;23;1;38;22096;9529;16125;3283;5817;1880;2296;443;703;941;215;2164;4770;957;8301;-;14;13;-;1;8;-;-;1;2
"313360 Itapeva";24;115;438;650;720;1016;4627;3117;3742;6862;1451;351;1315;374;9215;13366;26;16;5129;1056;750;147;1298;1027;147;213;3;-;55;13101;538;4049;415;2774;180;390;22;153;53;152;2585;3461;107;4306;-;11;12;1;-;2;-;-;4;-
"313370 Itatiaiuçu";-;129;789;1336;1785;1835;11728;10800;10521;14776;2242;4;2727;16;4465;16059;10;68;1548;258;24;49;1264;935;5;151;-;1196;8;20889;9379;13920;1268;53879;694;1393;201;167;63478;326;985;5192;806;36748;-;15;17;1;1;6;-;2;-;3
"313375 Itaú de Minas";2017;3112;3524;2529;2489;2839;11410;6030;6641;8998;3890;2806;2382;52;4159;5723;36;12;13733;2838;2334;570;2703;2824;106;60;79;-;1;23439;4495;10909;5738;17455;1070;7;66;784;22103;453;3996;4377;2272;7901;-;28;11;-;-;8;-;-;-;7
"313380 Itaúna";729;1525;3319;4427;6243;10334;37428;30069;34124;50190;7497;6454;8508;581;29812;73088;1343;436;24212;6509;4461;1567;4099;9662;354;5448;223;46;52;71655;29452;47118;8022;109075;4866;2562;128;4136;1229;1142;4341;9564;13239;30730;-;42;69;4;2;14;-;1;11;18
"313390 Itaverava";-;931;2619;2525;2064;2291;8359;4769;4764;5897;456;717;1212;23;706;3620;204;48;1568;497;30;210;458;605;20;43;3;213;13;3726;15811;4295;1093;5282;395;48;21;167;1210;241;1182;2357;213;6353;-;1;-;-;-;1;-;-;1;2
"313400 Itinga";759;1347;3150;2742;2308;2215;8527;4250;4421;7670;3219;2374;2215;56;931;4639;82;69;3684;1336;208;542;6061;1406;141;207;14;-;2758;15039;10498;7473;2754;5065;590;1156;99;667;20663;220;539;1872;17;2896;-;13;15;5;-;8;-;12;1;2
"313410 Itueta";-;260;703;775;743;1044;4402;2695;2513;3861;763;636;764;36;612;3045;151;110;20891;1685;1297;226;1513;2358;133;45;-;-;-;1706;150;4347;962;640;309;34;-;162;-;4;458;538;-;800;-;-;-;-;-;1;-;-;-;-
"313420 Ituiutaba";487;2908;5995;5630;6399;10123;37749;21987;22551;35632;5643;3147;8948;2350;28707;102479;607;488;29394;5069;3570;644;4047;8405;140;705;53;1904;156;109871;6587;18169;8323;14043;5597;2762;59;11579;6987;2896;8383;33998;302;6348;-;40;60;1;20;18;-;80;2;93
"313430 Itumirim";32;907;1296;783;704;810;3515;3167;3536;5303;1898;32;929;134;3095;6589;-;147;8250;593;155;7;1192;422;11;104;-;1;-;4362;2046;1923;234;1613;77;392;67;151;49;236;714;1326;27;10186;30;13;8;1;-;7;-;-;1;3
"313440 Iturama";971;718;1453;1619;2758;5331;19000;16275;20480;34890;8890;2471;3228;672;19080;83162;441;69;27769;1505;122;158;1794;6032;31;66;-;1757;10;30820;64040;11967;8047;1180;2478;1698;403;460;5236;752;3624;12283;12182;15812;-;-;-;-;-;-;-;-;-;-
"313450 Itutinga";45;88;244;342;416;617;3113;3192;3850;5680;102;18;288;4;2425;8597;-;1;10001;167;199;4;502;436;17;16;-;-;6442;2704;3939;4157;-;707;37;-;82;520;11428;260;719;2122;2037;5153;-;14;2;-;-;-;-;-;-;3
"313460 Jaboticatubas";96;941;1967;1731;2036;1901;5873;4712;4850;8715;6219;1145;3313;49;5354;17126;12;30;13195;2619;1287;537;1448;2562;46;196;-;-;-;35355;2982;1711;56;3388;95;43;4;973;8406;278;7180;9417;-;3948;-;4;-;-;-;1;-;-;-;2
"313470 Jacinto";15;2215;5010;3976;3668;4499;12553;8105;11248;15050;6955;3281;4273;164;3324;172610;219;143;174071;1421;687;793;3277;3818;365;230;31;9051;2623;29783;11314;6310;4211;4788;890;1823;347;4415;33839;1032;4964;110715;4383;17503;8;11;25;2;65;412;5;2;2;-
"313480 Jacuí";78;1160;1882;1921;1710;2257;10204;6491;6795;9294;2102;1729;1412;14;2025;4140;6;8;3600;1599;190;304;2380;5329;4;-;-;-;2;22297;18122;2729;-;783;115;16;-;334;14642;178;5624;3835;216;5696;-;21;26;-;-;4;-;-;-;8
"313490 Jacutinga";111;2194;2703;2472;1891;1776;4109;3643;4119;5382;2066;12;2275;187;3045;7021;-;10;5708;1065;68;96;871;4209;22;25;-;3;31;5176;1065;8759;1818;4079;1143;325;3;75;2;140;1544;2739;282;6234;1;5;14;2;-;8;-;-;-;32
"313500 Jaguaraçu";20;192;627;714;654;792;2723;1863;1864;1785;804;247;671;51;732;2567;-;3;3916;477;177;28;732;685;9;44;-;-;-;1499;380;708;482;542;59;25;13;347;452;42;1282;4137;3;1260;-;-;-;-;-;-;-;-;-;-
"313505 Jaíba";291;5242;9637;7609;7029;11544;36542;13075;10072;11243;11022;9522;6956;1104;4257;24230;112;274;13251;4297;4998;3831;11455;10207;559;328;171;111;555;272440;9538;16976;6029;14214;3237;1813;442;955;395;848;1059;6403;1354;14012;1;10;8;1;-;4;-;21;7;15
"313507 Jampruca";612;862;2188;1934;2006;2026;4898;2972;2834;4324;586;1073;851;144;2821;13459;122;15;1855;411;643;296;1274;839;195;191;4;1;-;14057;4758;8556;2215;7996;396;286;122;820;475;262;1540;2840;2069;5709;-;4;4;-;-;1;-;30;-;2
"313510 Janaúba";378;9131;21999;16683;13269;16494;68652;30366;27830;40052;32459;22246;18786;896;11889;46401;217;480;143847;10313;13949;5472;11562;31874;652;1270;33;285;36;289874;333849;50765;15056;11737;7697;1228;1441;5303;777606;2400;5466;8947;2517;22246;5;54;21;15;1;16;-;4;18;64
"313520 Januária";1829;2587;4988;4463;4125;4898;13711;10021;7713;11720;9154;1719;4957;797;7439;34491;74;50;3826;1124;1480;600;6701;3448;158;273;1660;27581;804;50667;6293;16650;4359;25619;2330;2748;1853;2297;4438;1844;855;6465;769;11437;-;3;4;1;-;5;-;2;5;7
"313530 Japaraíba";-;330;967;817;813;988;3819;2181;1913;2599;599;450;822;53;579;1598;14;-;3163;1130;706;152;244;530;59;61;-;-;-;3296;13755;3635;1426;3943;360;712;187;1114;8920;110;320;563;44;1387;-;-;-;-;-;-;-;-;-;-
"313535 Japonvar";34;1554;2690;3237;3302;4236;9607;7619;9222;12466;4039;2228;2463;954;3522;26946;256;27;5074;262;558;330;304;840;77;58;-;-;1;44125;11099;5761;1136;1436;287;220;5;1069;754;601;21451;21041;2695;24816;-;8;2;-;-;3;-;1;5;8
"313540 Jeceaba";24;228;1001;1333;1348;1330;5620;3317;3256;4761;122;82;404;24;651;1570;1;3;3513;429;17;180;651;1669;37;65;1;-;64;3770;54;1458;64;1960;204;40;46;303;24;111;892;1202;136;4157;3;3;2;-;-;2;1;-;-;1
"313545 Jenipapo de Minas";368;844;2115;1878;1743;2756;9022;3615;2800;4577;3014;1659;1309;28;376;4168;-;10;5128;706;24;561;22295;763;176;343;-;-;-;19107;754;1123;195;2808;17;4;166;1794;-;79;53;1598;50;3145;-;22;5;1;-;1;-;1;-;8
"313550 Jequeri";-;318;1683;2703;3171;3187;13723;9288;9617;16032;3719;259;1722;117;5399;18081;21;19;10998;1352;169;53;6195;3671;51;87;9;11;7;47260;48994;11225;600;12726;551;107;-;148;82482;653;1399;2356;33;6799;-;6;-;-;-;7;-;2;-;6
"313560 Jequitaí";7;646;1800;1824;1759;2545;7015;4328;3498;4689;2828;1405;2397;50;915;5549;39;49;1373;457;132;380;805;1626;213;55;193;1;182;5926;8846;5568;717;1398;306;451;61;433;1000;248;766;1862;478;8567;-;10;3;1;-;4;-;-;4;15
"313570 Jequitibá";32;146;309;541;638;688;3958;2639;3036;5608;334;371;737;7;1030;4408;31;12;8659;343;382;163;684;1552;22;401;2;1;247;14583;480;832;44;3440;46;37;5;225;31250;164;845;1485;117;1506;-;3;2;1;-;3;-;5;1;3
"313580 Jequitinhonha";14;4162;7359;6584;5400;6086;17793;11452;10981;16536;13206;4980;7648;439;8446;43423;174;217;24287;3638;937;1126;2399;5448;216;173;4;-;19;28901;7572;19176;6634;5851;1686;375;14;2074;365655;2010;4293;9286;3844;10975;-;25;1;1;1;7;-;62;2;30
"313590 Jesuânia";-;56;267;371;415;556;2695;2379;2713;3859;972;52;152;14;2693;7960;7;-;702;22;-;1;333;336;22;5;-;300;2;3936;30;2786;18;282;48;4;4;46;20;83;494;2010;-;3435;-;6;-;-;-;3;-;3;-;-
"313600 Joaíma";5;1284;3056;3121;2946;3956;11252;6317;5841;9359;13780;3169;3030;111;1327;10821;158;222;14955;2699;1474;841;1158;1801;476;43;5;89;11;10307;1616;9754;3937;13018;870;830;82;304;75345;320;2057;5594;1877;11148;6;5;4;1;-;1;-;-;2;-
"313610 Joanésia";212;1184;2468;2380;2424;1953;7742;5624;5340;10485;1115;301;2192;59;1660;6409;337;27;-;-;24;-;-;50;-;56;-;-;158;15973;189;3698;570;2331;396;9;79;96;25320;159;274;504;1981;1563;-;1;-;-;-;4;-;8;-;7
"313620 João Monlevade";1020;863;1187;1407;2478;3367;14273;10601;12137;19062;10744;3854;11592;841;7019;23214;193;49;73629;3281;725;471;6158;7084;49;279;2;73;-;44818;9540;11665;772;6103;246;39;5;2403;74;522;2788;6362;2549;30828;4;84;45;3;-;8;-;3;4;4
"313630 João Pinheiro";-;3021;5973;5655;5221;6016;18696;9639;7411;8771;3713;4745;4740;292;3576;9769;53;56;7458;1917;768;1651;5327;3754;149;238;39;20;1;8118;1188;15716;7183;8967;1422;1740;254;253;27;479;835;2157;9;3648;-;18;17;1;-;3;-;-;2;3
"313640 Joaquim Felício";2;323;1239;992;888;1341;3451;2433;2149;2916;1004;641;970;145;676;1997;5;874;30567;192;22;283;749;474;349;158;17;-;6385;4063;13852;1693;451;1730;131;45;17;672;5717;102;300;1340;4006;1063;-;9;2;-;-;1;-;-;-;6
"313650 Jordânia";472;925;2630;2822;2656;2707;9340;5736;5090;8148;13920;3128;2853;345;7455;16718;274;96;6368;647;488;914;347;880;200;160;59;13;1178;57556;12572;10017;1478;14936;611;245;-;5011;333166;269;1792;7882;1650;72242;-;15;12;3;1;7;-;3;2;1
"313652 José Gonçalves de Minas";-;95;310;392;344;330;1042;537;441;711;726;1400;1063;-;1338;6127;29;65;50580;1194;1076;443;747;2151;354;408;-;-;426;5659;537;772;657;7299;74;667;79;745;25011;293;1123;1140;407;1193;5;2;-;-;-;1;-;-;-;-
"313655 José Raydan";-;1054;2332;2426;2216;2460;7689;3327;2809;4686;74;676;634;-;718;11070;37;13;14087;62;161;208;640;779;303;76;-;-;-;2788;5310;6554;576;3621;608;600;400;10;93476;120;483;1233;354;535;-;-;-;-;-;-;-;-;-;-
"313657 Josenópolis";97;1041;2372;2034;2080;2416;7199;3518;3465;3884;200;1460;920;291;550;7883;3;15;5573;993;222;301;4864;1457;189;1090;26;-;-;15645;8273;6501;3483;14791;1118;99;587;97;329;109;665;1980;544;35;-;2;-;-;-;-;-;-;8;2
"313665 Juatuba";261;5064;6093;5142;4900;5534;20878;16043;17093;22570;15731;9450;5062;489;9907;25182;1408;1936;19546;4128;2768;1034;3153;7310;840;703;75;238;5;48514;10353;11648;8782;13051;2109;487;86;2900;2039;676;2871;3030;1294;2353;8;31;4;1;-;14;-;5;1;10
"313670 Juiz de Fora";67289;27310;45169;31975;32529;41485;147022;111839;130074;174126;54603;24521;42918;1357;62144;205433;190;533;120095;21177;35777;5661;25989;88454;861;6668;114;113;4;283384;52053;99160;57340;198039;19313;6464;-;11240;-;7894;18869;20354;4856;14208;-;169;176;7;1;56;1;1;37;-
"313680 Juramento";-;294;747;759;765;998;2856;2018;2275;2780;1204;647;1379;940;1195;2906;26;18;7352;551;1193;172;1428;844;88;95;6;1;-;3607;24934;8189;1196;5273;102;185;25;241;411;197;778;2228;1258;12981;-;7;4;-;-;-;-;-;6;12
"313690 Juruaia";1094;427;1283;1342;1341;1476;6220;3915;3596;5168;7246;405;1114;34;3012;10823;40;5;2049;860;409;161;3729;1890;35;89;7;9332;9;8315;4313;2021;154;2717;208;218;-;194;541;295;697;1414;245;4544;-;3;2;-;-;3;-;-;3;32
"313695 Juvenília";434;496;1106;1066;1048;1278;3343;1976;1460;1627;2044;1447;785;38;266;1180;2;31;3299;298;167;436;525;296;25;39;-;-;-;4096;5445;684;265;773;96;1;33;238;179;145;286;584;206;5831;-;-;1;-;-;-;-;-;-;-
"313700 Ladainha";448;1687;4037;4141;3935;4070;14698;7655;7217;11399;7149;3771;2593;251;1974;12066;119;63;23388;1142;631;1063;6554;2726;222;216;5;133;4;20560;3038;2817;800;10101;322;283;55;470;146002;409;2242;1985;170;1926;-;5;2;1;-;2;-;2;1;-
"313710 Lagamar";542;368;862;1091;1051;1269;5006;4449;4889;6476;1386;1068;1730;1;3258;6518;66;-;3168;700;436;296;439;774;206;37;2;-;2;7325;291;9175;1260;3549;870;859;9;161;347;134;862;1526;-;5037;-;1;1;1;-;-;-;-;1;-
"313720 Lagoa da Prata";1673;3297;7627;7461;7333;8147;31335;17500;15647;18974;8152;1663;8647;514;6092;12685;96;26;15970;4749;858;489;5653;7345;216;701;16;1019;263;57186;3919;37622;3770;13871;3286;7519;171;1360;30856;992;1375;1861;197;14953;-;24;33;-;-;2;-;1;8;52
"313730 Lagoa dos Patos";174;1461;3240;3349;3087;3684;8266;6472;4365;7114;3016;2028;3125;206;506;2324;97;36;8197;407;2303;416;507;68;440;41;-;-;-;11614;115;4519;1868;4721;133;159;94;537;288;428;1535;2157;71;5824;-;-;1;-;-;-;-;-;-;-
"313740 Lagoa Dourada";406;1183;2640;3012;2289;2297;9507;6463;5996;8306;1076;106;2017;304;3234;7579;7;1;2559;993;1231;70;1233;713;154;60;65;-;1;3714;289;9917;393;4846;263;350;58;185;3;181;1165;2025;88;10306;-;6;2;-;-;-;-;-;6;17
"313750 Lagoa Formosa";204;1071;2745;3130;3210;4211;16446;11636;11316;15127;11884;1583;4670;70;4052;12757;77;4;11495;5860;888;559;8673;6836;30;42;-;1;18;24584;3637;9703;7195;26103;2789;393;8;1140;3704;659;1152;3173;28;4327;3;19;11;1;-;10;-;6;1;2
"313753 Lagoa Grande";64;277;1255;1346;1328;1233;6086;3720;3270;4170;2768;1892;1939;1;464;1725;3;2;16;28;1434;407;76;122;8;-;2;28;3;4022;53;2282;2449;5495;165;124;255;182;-;247;1246;1213;51;963;-;4;3;-;-;6;-;-;-;-
"313760 Lagoa Santa";82;5500;12308;9758;9825;11730;51478;28566;27717;171962;7834;5641;5425;578;11144;33608;91;51;68856;9419;5692;2279;11779;17141;625;2026;412;955;3;119675;22872;32624;4978;21099;5256;12233;95;5587;137028;1159;3623;5015;2114;22501;1;97;21;19;-;22;-;14;43;72
"313770 Lajinha";12;983;2817;3103;3151;3185;11070;5740;5424;6974;2314;1468;3391;552;3368;11613;37;64;7799;1347;2068;930;4726;1633;107;149;13;32;37;422944;437889;13267;4080;9803;958;251;-;2931;30817;505;853;7829;498;6778;-;10;12;1;-;7;-;6;12;6
"313780 Lambari";-;-;1;23;184;511;2398;2623;2970;4857;3458;50;1148;28;5640;34990;5;24;2514;173;106;2;694;1438;21;60;-;382;123;5625;11144;4380;366;1053;313;58;-;1895;8563;290;943;1739;9;2319;-;2;2;-;-;1;-;4;5;2
"313790 Lamim";420;203;590;664;726;759;3056;1857;2257;113388;680;83;478;11;1917;8291;-;2;773;154;3;-;207;621;66;123;17;-;-;6641;2473;4996;66;2784;37;2;-;1035;25083;114;980;3047;4;10966;-;12;11;3;-;4;-;-;-;3
"313800 Laranjal";5;650;1569;2061;2309;3266;6785;6342;7122;9308;941;186;263;362;6070;13569;-;45;6910;2195;167;309;1054;668;94;125;-;755;429;5262;2833;7064;572;2769;222;165;73;377;342;345;2007;3919;2281;17718;-;1;-;-;-;-;-;-;-;-
"313810 Lassance";284;592;1612;1393;1570;1917;6744;3390;3174;3953;1144;1521;1554;240;1172;3784;46;35;22508;1897;711;735;1031;7248;550;266;151;1;1;7838;10989;3572;833;2717;483;534;486;2430;70427;1168;715;1369;4006;7297;-;8;4;3;-;5;-;-;4;14
"313820 Lavras";712;3296;7235;7913;9160;10539;41703;34412;38857;52942;9692;2828;19039;389;20652;65860;38;54;50552;10880;1643;960;11228;14852;138;631;16;979;747;126260;41005;26114;4489;14109;5870;2632;5239;7239;6049;1667;6814;12107;13847;17287;1;36;28;2;-;14;-;-;12;1
"313830 Leandro Ferreira";-;112;895;853;555;558;2540;1185;1257;2263;614;593;638;189;2836;4718;8;10;1588;473;554;436;712;481;36;147;3;9;49;4433;1318;3508;374;1985;119;366;51;87;19;85;622;1399;334;11302;-;3;8;1;-;7;-;-;-;3
"313835 Leme do Prado";-;1909;2543;2816;2748;3073;4882;3440;3283;3466;2220;1471;869;45;1836;1939;12;13;3551;544;603;453;119;618;198;599;-;2895;311;3567;10701;4165;1898;1233;699;3533;1109;1419;858;28;1918;628;265;2016;-;-;-;-;-;-;-;-;-;-
