 Sistema de Informação de Atenção Básica - Produção e Marcadores - Brasil
Cons.Res.ForaÁreaCons.<1 anoCons.1a4anosCons.5a9anosCons.10a14anosCons.15a19anosCons.20a39anosCons.40a49anosCons.50a59anosCons.60 e maisAtend.PuericulturaAtend.Pré-NatalAtend Prev-citologAtend.DST/AIDSAtend.DiabetesAtend.Hiper.Arter.Atend.HanseníaseAtend.TuberculoseEx.Patologia Clín.Ex.RadiodiagnósticEx.CitopatológicoEx.UltrassonografEx.OutrosEncam.Atend.Espec.Encam.Int.HospitalEncam.Urg./EmergIntern.DomiciliarAtend.Espec.AcTrabVis.Insp.SanitáriaAtend.Indiv.EnfermAtend.Ind.Prof.NS.CurativosInalaçõesInjeçõesRetirada de pontosTerap.Reid.OralSuturaAtend.GrupoProc.Coletiv(PC1)ReuniõesVisita MédicoVisita Enferm.Vis Outr.Prof.NS.Vis Prof.Niv.MédioValvul.Reum.5-14a.AVCInfartoDHEG(Forma Grave)DoençaHemol.Perin.FraturaColoFêmurMening.TuberculosaHans.Grau II e IIICit.Oncot NIC IIIPneum. <5 anos por Município
Período:2013-2015
"Município";"Cons.Res.ForaÁrea";"Cons.<1_ano";"Cons.1a4anos";"Cons.5a9anos";"Cons.10a14anos";"Cons.15a19anos";"Cons.20a39anos";"Cons.40a49anos";"Cons.50a59anos";"Cons.60_e_mais";"Atend.Puericultura";"Atend.Pré-Natal";"Atend_Prev-citolog";"Atend.DST/AIDS";"Atend.Diabetes";"Atend.Hiper.Arter.";"Atend.Hanseníase";"Atend.Tuberculose";"Ex.Patologia_Clín.";"Ex.Radiodiagnóstic";"Ex.Citopatológico";"Ex.Ultrassonograf";"Ex.Outros";"Encam.Atend.Espec.";"Encam.Int.Hospital";"Encam.Urg./Emerg";"Intern.Domiciliar";"Atend.Espec.AcTrab";"Vis.Insp.Sanitária";"Atend.Indiv.Enferm";"Atend.Ind.Prof.NS.";"Curativos";"Inalações";"Injeções";"Retirada_de_pontos";"Terap.Reid.Oral";"Sutura";"Atend.Grupo";"Proc.Coletiv(PC1)";"Reuniões";"Visita_Médico";"Visita_Enferm.";"Vis_Outr.Prof.NS.";"Vis_Prof.Niv.Médio";"Valvul.Reum.5-14a.";"AVC";"Infarto";"DHEG(Forma_Grave)";"DoençaHemol.Perin.";"FraturaColoFêmur";"Mening.Tuberculosa";"Hans.Grau_II_e_III";"Cit.Oncot_NIC_III";"Pneum._<5_anos"
"314360 Morro da Garça";94;57;237;277;488;942;3812;2117;2050;2987;2;-;60;19;621;1683;-;-;2691;600;-;2;599;1740;6;156;-;2;-;2843;13745;856;195;855;43;5;29;365;16771;72;138;1073;635;1496;-;1;1;-;-;-;-;-;-;-
"314370 Morro do Pilar";333;230;839;603;653;842;3558;2565;2488;3155;740;586;524;14;3710;8704;1;-;1138;25;371;111;384;445;82;44;-;-;-;5076;421;6297;457;2532;103;167;48;8131;6300;493;863;3042;843;7359;-;2;3;-;-;-;-;-;-;-
"314380 Munhoz";656;227;680;606;616;718;3330;2185;3029;4713;552;163;879;5;17233;40566;29;10;9900;621;118;69;1027;1064;58;11;-;-;-;2570;69;5773;812;6679;161;149;15;431;-;283;956;3393;481;8051;-;6;8;-;-;4;-;-;-;9
"314390 Muriaé";13244;2732;11679;15632;22883;24685;104604;64277;74519;280970;26211;10589;15708;5756;78501;235727;105;188;82733;29763;8683;3609;39633;26158;2282;1863;120;1961;1667;170122;36227;90658;6939;79546;9726;13711;52;11593;203887;2712;18243;31125;14934;85973;1;56;55;2;10;48;1;17;17;49
"314400 Mutum";54;2297;6160;6586;5870;6146;25536;15633;15939;27929;43747;6263;5057;417;5364;22017;121;23;56599;1284;4420;1072;6786;13651;228;647;9;169;1082;98110;43960;13086;1650;8010;1275;2833;80;3248;103242;4292;2109;2689;1620;6066;-;3;6;-;-;7;-;-;-;17
"314410 Muzambinho";1153;620;1672;2306;2272;3465;13497;10740;12963;19745;2110;901;2453;379;7081;15761;19;34;2913;3169;300;281;14995;6561;31;340;17;64;3;15131;1765;4577;246;3933;477;121;42;88;70;156;1690;4371;47;3912;-;9;11;-;-;1;-;-;1;-
"314420 Nacip Raydan";2;363;1160;1045;965;1017;3388;1777;1569;3429;1100;578;442;-;718;1977;32;4;4595;707;624;167;1169;1155;50;209;3;-;32;4730;262;582;1191;2028;55;497;41;145;8;72;282;879;18;187;-;3;5;-;-;-;-;22;4;-
"314430 Nanuque";102;2869;5201;5060;4492;6859;30011;16528;18308;34799;15749;8716;9392;2751;13020;32101;481;302;8361;3011;1941;1543;5903;3292;142;532;23;6372;2602;80513;13599;16198;3589;10399;2268;964;81;3195;10206;987;2636;5794;1104;11316;2;37;28;2;-;4;4;5;3;2
"314435 Naque";190;296;856;802;953;1674;5977;3394;3686;5692;1749;1300;750;64;1324;3157;25;15;3149;564;50;118;169;677;49;256;189;-;340;12125;1861;3499;943;7175;448;234;20;50;-;90;1355;809;376;5108;-;3;-;1;-;-;-;4;1;3
"314437 Natalândia";35;469;1220;1038;933;1012;4384;2132;1674;2144;233;688;354;6;353;1202;10;3;8922;135;301;192;356;419;91;169;-;-;32;1693;5131;4509;1713;8571;231;822;93;88;21146;30;276;601;319;1132;-;2;1;-;-;1;-;4;-;3
"314440 Natércia";119;51;108;121;176;408;1794;1844;3048;7077;180;813;875;-;3556;10220;-;17;1519;542;7;43;597;476;18;50;15;-;1;6088;897;5096;11;1471;34;-;2;4109;8068;110;1582;2647;140;10865;-;5;-;-;1;3;-;-;-;-
"314450 Nazareno";10;405;1100;1291;1471;2294;6279;6404;6373;9244;769;826;1854;2;6338;9825;-;-;18377;2653;1594;842;2524;1656;452;36;18;-;19;8003;20011;19875;1334;14387;689;181;-;18;67390;117;434;7527;695;18924;-;9;10;-;-;1;-;-;-;1
"314460 Nepomuceno";46;826;1340;1349;1542;1715;7748;6150;8116;11716;966;79;2063;59;4493;16135;9;9;12698;2032;363;96;3066;4734;94;84;-;103;71;4965;1999;4462;584;2499;540;39;48;1618;103;146;529;998;216;1860;-;5;1;-;-;-;-;-;-;-
"314465 Ninheira";49;1400;2387;3055;4271;7060;17414;15432;12248;10821;2577;2484;2018;33;2479;10099;115;10;7320;684;543;703;757;1215;172;139;115;7;15;17297;7562;5354;1907;9355;599;1730;76;515;13731;418;1027;2620;1210;2325;-;3;4;-;-;3;-;4;1;4
"314467 Nova Belém";743;309;1027;1072;1193;1108;4361;2161;2146;2870;639;482;842;17;1850;5285;25;-;6491;415;314;310;578;817;94;55;-;-;-;10421;799;4283;1115;9061;296;398;160;145;2;233;273;644;27;220;-;2;6;-;1;2;-;-;-;-
"314470 Nova Era";13;482;2051;2128;2082;2421;9828;5891;5423;6757;6088;756;2153;61;8339;44494;14;29;7956;804;794;179;2054;2088;33;81;1;614;253;210195;11206;30792;1463;4711;458;29;-;626;17966;130;358;3397;23;10939;-;6;4;1;2;1;-;-;5;3
"314480 Nova Lima";256;2137;2632;1821;2492;5192;21007;13320;14214;19294;7292;5350;7598;269;14472;29930;72;381;121431;6147;3023;922;5540;10908;34;369;3;2;8;59737;22628;27287;2586;16649;3093;249;2;1030;98;1275;1671;3565;1424;5132;-;50;33;-;-;11;-;-;6;45
"314490 Nova Módica";77;654;1672;1277;1075;1760;5689;2609;2461;4063;349;949;965;46;565;1679;1;12;-;882;-;399;3656;4875;353;-;1;-;2;2415;4793;2637;1449;4067;498;317;295;96;45728;448;317;1160;658;3031;-;-;-;-;-;-;-;-;-;-
"314500 Nova Ponte";2;39;181;162;393;570;3285;2199;2025;2754;146;6;8;-;905;4322;1;-;666;63;-;69;851;81;1;16;-;-;-;2160;741;713;829;2757;103;-;-;1656;1077;19;373;562;413;2442;-;-;-;-;-;-;-;-;-;-
"314505 Nova Porteirinha";702;1896;4030;3344;3006;3921;13191;6259;5275;7784;5366;2568;2132;758;3169;10779;1;53;6147;1055;329;592;1488;11752;267;127;72;3;131;20422;20332;12936;2619;9848;1645;626;769;981;380;375;764;2063;1568;7422;-;13;3;-;-;-;-;1;1;18
"314510 Nova Resende";346;930;1751;2302;2458;3130;14288;13052;15084;148194;16919;2601;5161;36;17322;40592;34;58;13513;2636;1134;673;9042;6095;138;43;-;270;187;32310;1295;10005;171;14064;2734;949;21;1036;1144;639;1874;6874;409;4343;1;15;31;-;-;10;-;-;-;3
"314520 Nova Serrana";25;4158;10635;9556;9135;14532;58508;27951;23365;22565;20337;8489;15324;743;12762;29907;50;28;162936;7166;8178;2567;10679;21260;22;576;2;303;1306;91108;7735;13752;1729;14004;3234;4885;7;7703;385803;1555;2379;3033;3244;4997;-;11;23;5;-;4;-;5;11;43
"313660 Nova União";-;213;879;1181;1286;1295;6122;5550;6350;298231;2295;514;1420;6;1937;8300;-;10;25357;1226;354;167;2128;2424;138;113;5;-;3;9712;309;9828;1622;3656;308;385;17;935;11034;111;867;1706;325;8778;-;4;3;1;-;3;-;-;-;5
"314530 Novo Cruzeiro";1342;2215;5855;6072;5752;6146;20887;9687;9488;14385;6240;4693;5641;93;2856;14647;29;119;17026;2856;411;1262;7866;6457;366;333;2;5241;2;23280;6083;6386;1689;10069;805;437;565;1588;24163;875;935;1599;1935;4100;-;19;8;-;1;2;-;-;1;10
"314535 Novo Oriente de Minas";950;585;1423;1452;1242;1602;4602;2666;3074;5254;2600;1581;1519;128;1765;6144;113;77;12074;1567;924;575;2199;1570;363;343;16;648;3;6628;2434;4126;2235;4931;305;1616;57;341;41;207;589;1015;1192;4252;2;10;6;-;1;6;-;1;1;10
"314537 Novorizonte";139;834;2015;1846;1590;1622;6281;3632;3603;6767;984;1157;1124;23;1124;8775;-;1;25820;966;104;491;3688;3861;521;329;27;-;16;15170;8126;11581;3231;9559;464;219;127;566;4930;100;377;662;410;3618;-;1;-;-;-;-;-;-;-;1
"314540 Olaria";-;106;325;221;238;439;1636;1210;1376;2745;47;165;263;2;711;2088;-;-;468;150;202;33;54;252;8;10;-;-;-;3299;210;537;15;125;2;-;6;163;3;-;1143;582;9;72;-;-;-;-;-;-;-;-;-;-
"314545 Olhos-d'Água";36;785;1581;1432;1253;1656;5967;2899;2712;3316;932;967;1119;19;642;2544;1;10;5850;531;25;177;1460;908;132;132;5;15;2;3666;210;5611;470;3262;465;2099;149;214;28544;229;340;1210;53;5250;-;9;2;-;-;3;-;-;-;2
"314550 Olímpio Noronha";324;654;600;388;478;539;1891;1272;1330;2069;758;416;442;6;856;2425;-;32;960;295;423;44;632;198;10;186;-;2;-;1762;1202;3033;8;2053;26;-;25;104;8230;16;939;679;46;5882;-;-;3;-;-;-;-;-;-;3
"314560 Oliveira";15;3943;6346;5148;5330;7996;38942;26529;29259;48708;12080;8753;11570;1214;14792;48309;17;163;59954;6770;1911;1728;22543;12307;214;1604;60;1936;126;119935;47592;49224;2604;20640;2996;280;2092;20471;73991;2229;4945;7290;10162;21035;3;59;47;8;-;30;-;16;32;17
"314570 Oliveira Fortes";13;130;290;261;243;387;788;722;646;1013;583;24;70;48;1626;3209;-;-;515;78;1;11;212;191;8;12;-;-;-;2211;52;856;571;2455;115;2;37;66;-;116;326;883;1;642;-;1;13;-;-;3;-;-;-;-
"314580 Onça de Pitangui";100;250;709;812;1374;1659;5303;3271;3067;3995;594;514;749;32;4897;7595;208;26;1780;282;287;92;154;366;37;35;-;-;61;8058;2497;4548;509;7810;289;92;51;292;6;354;350;765;1329;7922;-;4;6;-;-;-;-;-;2;2
"314585 Oratórios";-;498;1310;1164;1302;1456;5302;3301;4029;5637;722;280;494;23;1435;4485;6;11;4571;387;102;68;802;1532;8;60;14;-;-;11431;8546;3717;6;2078;167;33;169;366;1143;137;940;6195;79;11813;-;-;-;-;-;-;-;-;-;1
"314587 Orizânia";20;752;2171;2375;1950;2456;8740;5105;4234;66437;723;343;1638;340;1420;3153;24;6;1454;177;1173;385;7369;401;57;137;2;44;1;6831;169;6888;2884;2653;526;468;171;511;1393;386;561;1922;2003;17572;-;12;9;-;2;8;6;184;76;23
"314590 Ouro Branco";3096;5131;5989;4990;4504;6860;20258;15935;19727;135897;7649;1128;6076;217;10582;40479;134;57;18279;4754;4031;681;4747;11454;156;492;37;103;362;30508;11477;19508;3688;17128;2232;595;91;1809;42;392;2592;2812;4302;13574;1;16;19;-;-;3;1;8;5;1
"314600 Ouro Fino";598;741;1619;1462;1231;1327;5515;3826;4456;7188;2732;801;2330;79;3807;7068;191;70;19014;510;191;380;661;2901;55;268;27;-;17;8373;165;3462;1163;1485;475;273;-;481;67;252;1180;3277;61;4660;-;25;10;4;-;10;-;-;3;8
"314610 Ouro Preto";1804;7758;9467;7819;8606;13400;49414;32900;35963;52988;16928;12356;22598;1005;22816;63965;141;826;162230;6469;12550;3323;6769;20240;248;2462;31;3;414;122119;46446;43645;5301;79496;5567;1681;188;2943;623;1126;6476;6997;5334;22813;-;98;78;4;-;28;-;5;21;111
"314620 Ouro Verde de Minas";43;1454;2260;2323;2198;2869;9084;4801;4404;8470;13210;1928;1923;109;4812;19850;527;49;9532;1935;1535;2326;2633;2003;556;213;1;13;362;15969;3143;12870;94724;18959;1281;6605;629;2996;167;212;5591;10065;1417;7676;1;19;13;-;1;6;-;-;2;6
"314625 Padre Carvalho";1189;4288;1749;2008;2619;3026;6711;3909;3645;2734;1073;1591;413;11;1892;11941;-;6;276;973;104;617;7908;3194;461;679;28;86;4;13466;9243;2165;3727;8175;452;821;349;153;19;208;630;1279;361;4112;-;-;3;2;-;-;-;-;-;-
"314630 Padre Paraíso";94;1533;3396;3583;3468;5329;16053;6776;6931;12082;7982;6488;4464;296;4724;16984;131;134;38958;2027;859;1556;12115;7457;330;103;6;51;4;51148;1992;9118;4023;7462;1127;181;2;732;9;591;820;1921;944;5743;-;9;2;2;1;5;-;-;2;1
"314655 Pai Pedro";-;1194;1851;1478;1238;1818;6405;3983;3427;4577;876;1501;1766;30;894;2750;13;19;8234;825;1614;449;1628;1252;150;299;1;51;144;11058;9933;5259;2170;8245;1006;648;793;310;566;93;257;1269;173;710;-;-;1;-;-;1;-;5;1;2
"314640 Paineiras";39;341;1047;1136;1480;2004;4727;3839;4138;5364;2121;359;1217;1;6823;18256;2;-;1628;738;266;279;1190;749;79;290;25;-;272;39910;420;5126;862;4122;316;1;52;130;32;255;572;2447;12;12223;-;5;4;2;-;3;-;3;4;1
"314650 Pains";23;219;956;1203;1708;2346;9971;6883;7055;12657;1443;932;2705;125;5622;18301;-;88;11275;2705;1475;477;2136;3341;132;661;295;34;5;10535;15114;7584;4124;12067;368;1332;-;356;297;200;718;3724;413;5741;-;5;8;2;-;4;-;-;-;3
"314660 Paiva";114;180;329;325;263;306;1374;1279;1489;2642;299;25;192;-;473;896;-;-;556;195;178;-;332;424;132;23;-;4;-;523;616;482;111;626;9;6;6;11;2804;17;323;492;-;2261;-;-;-;-;-;-;-;-;-;-
"314670 Palma";12;213;898;1186;1365;1602;4399;3557;3967;6632;226;403;1310;167;3292;5562;1;10;319;82;61;150;562;1543;10;11;28;-;70;13403;14132;7828;1774;10666;210;4;-;24;32359;155;22135;17107;14185;37536;-;-;-;-;-;-;-;-;-;-
"314675 Palmópolis";561;1252;2636;2450;2688;3109;6825;5744;6245;8090;4625;1800;3741;128;3110;17943;177;40;4627;1128;1172;557;1718;1359;488;950;13;15;5090;32506;11023;8757;3461;13889;1209;1150;828;368;57156;394;846;2120;823;9305;-;2;3;-;-;1;-;1;4;-
"314690 Papagaios";27;852;2124;2242;1868;2149;8312;4587;4130;4967;5380;4139;2216;85;5192;14717;10;25;9031;791;506;612;1410;2701;7;272;3;50;1;14133;14743;9315;1704;7443;1007;12;1075;3178;15064;416;1007;1268;1202;5196;-;6;2;7;-;-;-;-;1;4
"314710 Pará de Minas";518;10117;15326;11716;12651;18773;81408;52931;58794;81038;21208;15202;31691;1684;28561;73535;364;2871;387599;17339;18371;4252;17171;48692;412;4543;163;12;30;159634;37138;54173;8164;43604;6039;5274;202;5696;79122;994;4172;5934;2090;25729;24;108;118;11;1;47;-;6;12;20
"314700 Paracatu";67;3011;4183;4425;4443;7061;23934;13216;12664;19163;3581;6471;5801;383;5825;15728;99;635;33528;2815;388;1860;11916;10818;111;184;-;-;18;12440;5530;9702;3415;18182;2179;421;5;1311;6684;1448;2377;2562;611;1980;5;23;26;-;1;-;-;2;10;17
"314720 Paraguaçu";480;235;678;1016;2359;4333;16979;11254;13775;21466;10257;2282;1970;179;9572;35394;76;110;13206;3965;249;556;5008;6509;11;138;1;17;2;28468;4864;10724;1655;2513;1007;22;3;243;455;393;1856;1426;197;8003;-;34;47;4;-;25;-;-;2;13
"314730 Paraisópolis";789;609;1162;1610;1920;2197;8211;7189;9287;13076;794;1088;2633;51;7350;16970;2;18;19355;717;1651;185;2133;2933;26;1434;-;76;1;8750;3001;5098;295;12721;566;30;-;2704;849;139;1385;1255;11;6930;-;24;16;-;-;5;-;-;3;43
"314740 Paraopeba";-;811;1866;1921;2507;3501;12556;7358;8227;11727;1777;3391;4896;2111;3442;9614;22;56;14285;2638;2998;874;3648;4032;90;504;-;6;225;21505;2502;12349;1913;12740;675;713;-;791;2;312;510;668;634;4798;-;28;26;2;-;7;-;4;24;9
"314760 Passa Quatro";534;348;1813;2212;2835;3634;13651;9156;9627;13141;3100;2984;4921;397;15021;23552;470;29;5226;1733;1217;342;3009;5510;58;142;2;27;21;15739;7008;10655;693;17387;652;149;2;304;1289;160;676;3055;314;4804;-;4;6;-;-;8;-;1;3;1
"314770 Passa Tempo";957;1593;2607;3139;3446;3768;9060;8416;9617;15911;2290;462;807;99;1949;4892;-;1;8759;1473;18;2;5634;1118;78;240;2;86;16;27862;423;9080;1147;1826;177;314;5;433;1148;369;1570;3282;219;9003;4;-;-;-;-;-;20;20;-;-
"314780 Passa-Vinte";1;169;721;704;662;784;2909;2017;1921;3316;642;353;552;-;1708;6941;5;-;699;675;552;144;694;668;159;-;-;-;-;191;322439;2721;750;8094;87;1360;-;2540;2540;136;597;236;166;1438;-;-;-;-;-;-;-;-;-;-
"314750 Passabém";20;128;272;361;408;450;1797;1064;1683;3036;787;291;460;-;494;3216;-;2;1;-;-;-;-;-;-;-;-;2;47;2359;6059;746;237;3331;146;-;151;1838;7197;29;293;179;161;1004;-;-;-;-;-;-;-;-;-;-
"314790 Passos";277;4783;4872;4968;8546;12113;46792;36427;44394;198268;19299;18580;20735;2642;30090;79882;1069;879;159767;8415;5555;3671;8709;28649;253;945;65;40;36;124869;17110;43961;455;14866;5742;3220;18;4368;40259;966;8165;11369;2326;43225;-;25;26;-;-;7;1;7;9;18
"314795 Patis";39;611;869;892;881;1397;2175;1375;1334;2058;1121;522;411;1;527;1799;-;-;1639;338;87;95;328;560;18;32;-;1;15;1973;3651;963;862;1601;231;154;119;61;220;70;478;931;232;1109;-;-;1;-;-;-;-;-;-;1
"314800 Patos de Minas";1860;5195;7299;6401;6371;9384;34910;29311;34686;51587;14383;11964;11995;1135;19750;49612;631;910;61133;10154;4869;2431;14220;23656;376;780;2;6;47;91027;9034;47244;6002;35258;6282;4222;40;4056;8672;1631;4198;4576;1965;9177;-;49;41;6;1;21;-;2;6;13
"314810 Patrocínio";425;8303;15487;11443;11075;16118;62117;40554;42769;63831;13043;18718;16033;442;6519;18383;311;106;498721;27657;14057;2106;42573;81534;53;2092;-;57;162;169321;71393;23775;3235;11539;4076;5937;711;2397;90264;2053;5853;4096;13006;854587;-;77;115;9;-;14;-;1;2;4
"314820 Patrocínio do Muriaé";23;613;1830;1850;3712;3117;8998;5358;5498;8550;1888;961;1640;784;5847;177609;2;27;5368;1583;1173;439;2769;13365;243;558;-;-;141;43374;1939;26318;3972;21848;1464;1502;693;471;2561;206;7736;7856;697;17606;-;9;11;1;-;1;-;-;4;1
"314830 Paula Cândido";1;890;1486;1176;1453;2239;9812;7143;8570;14347;3178;1635;2217;4;5003;21970;28;21;27510;1457;422;189;2667;3001;11;53;-;-;-;22768;17916;2569;338;3064;124;1;-;1073;5583;328;1498;5225;519;21168;-;1;-;-;-;-;-;-;-;-
"314840 Paulistas";-;354;435;388;421;634;2628;1295;1737;3855;578;956;943;-;836;2132;-;24;939;155;199;438;827;27;15;35;-;-;-;1067;816;785;108;135;49;31;-;162;-;86;876;776;2;109;-;5;4;-;-;1;-;-;-;-
"314850 Pavão";1260;533;1249;1217;956;1286;4624;2107;2413;5298;1603;1338;1217;54;2768;14702;18;42;2063;286;197;235;640;434;164;102;9;-;172;9913;2608;2702;1237;3575;224;382;11;354;33476;353;1126;3392;1744;7155;-;9;1;1;1;1;-;2;-;1
"314860 Peçanha";168;2665;2833;2775;2602;3217;10766;6509;6669;11715;2882;2219;2404;40;3551;15580;39;69;6811;578;922;673;676;5611;138;119;-;-;3;8043;2116;2459;360;2288;171;408;3;200;5;361;536;973;188;521;-;1;-;-;-;-;-;-;-;38
"314870 Pedra Azul";13;2932;4786;3891;3687;7548;16402;9038;9329;17145;6801;6422;4900;902;6624;39139;154;192;7758;1498;405;1261;972;2818;342;512;6;-;514;56449;41515;12347;3713;17190;1109;788;1492;1663;211;767;3203;3966;1035;11149;8;15;17;2;-;12;-;12;15;8
"314875 Pedra Bonita";1055;599;2381;2727;2256;2400;11716;5687;5044;6713;556;384;957;126;946;6592;-;2;3343;95;102;34;535;585;21;79;-;-;-;10070;763;3199;1047;4053;304;16;23;142;9619;120;1090;1009;296;2164;-;2;3;-;-;2;-;-;3;5
"314880 Pedra do Anta";4;66;276;375;532;669;2357;2219;2736;5316;1425;236;1197;1020;2126;8200;139;5;273;302;90;36;987;482;23;315;1;-;-;16323;7988;4842;225;3573;24;75;57;3035;562;756;825;12030;565;9901;-;5;9;2;-;3;-;1;7;7
"314890 Pedra do Indaiá";3;190;289;374;355;370;1981;1810;2447;4304;632;289;378;16;928;4372;-;26;6691;211;224;15;190;193;22;50;-;-;6;4937;1629;4005;24;6552;149;76;-;346;33;57;283;200;-;3538;-;1;2;-;-;1;-;-;-;1
"314900 Pedra Dourada";-;106;516;792;976;1664;5222;2301;2365;4173;7;45;518;4;1101;3951;228;2;1689;417;247;5;320;1084;125;104;1;-;1;1529;647;2582;68;803;155;170;21;75;1023;51;1092;396;-;595;-;1;-;-;-;1;-;-;-;2
"314910 Pedralva";487;563;1069;866;1018;1353;5764;5963;6671;12230;1521;739;1298;885;5800;17577;-;68;4227;750;181;212;1385;1646;49;795;1;9;3;14213;2302;3481;41;2992;499;16;-;875;388;684;2701;5395;541;8391;-;38;19;-;-;8;-;-;-;20
"314915 Pedras de Maria da Cruz";-;1931;3652;3308;2770;3983;12963;6134;5663;8298;3722;3595;2566;234;4345;10795;127;189;11726;1023;1160;1628;4219;4474;512;1673;8;-;17;162512;92404;4556;824;2695;335;945;275;12300;131235;322;1375;4332;38125;18473;-;-;1;-;-;-;-;-;-;1
"314920 Pedrinópolis";1;247;573;607;539;505;2328;2132;1986;3168;1428;321;664;5;300;1284;-;-;2554;71;29;27;287;63;-;46;-;-;9;5366;520;2295;282;748;46;-;-;73;316;44;205;191;8;624;-;5;6;-;-;2;-;-;-;-
"314930 Pedro Leopoldo";43;1976;4065;4596;5655;9500;36713;22376;26390;39718;6645;5835;6823;386;12719;31808;902;473;78352;5247;4191;1856;7885;20296;202;698;64;3332;896;86348;8852;16495;5271;42447;4238;3193;1294;8386;1483;535;4467;6445;404;7395;6;24;27;-;-;9;-;4;7;-
"314940 Pedro Teixeira";8;131;606;862;720;852;3824;2540;2403;2570;8;7;-;11;800;1394;-;-;1281;229;-;-;460;824;13;27;-;-;4;1068;1030;1705;147;2004;38;1;17;133;8180;218;151;201;39;4225;-;-;1;-;-;-;-;-;-;-
"314950 Pequeri";11;80;389;427;388;562;2367;1898;2505;4355;63;9;50;22;868;2600;-;11;788;157;38;24;302;672;6;23;-;1;16;1010;700;1895;336;7790;56;2;1;60;-;55;557;669;195;1767;-;1;3;-;-;3;-;-;2;1
"314960 Pequi";-;304;1057;874;803;1201;4714;3551;3846;7625;2388;1070;1326;2;5808;22766;65;-;8304;3426;1326;240;2138;1331;436;911;36;-;-;24118;4789;4599;369;7668;78;41;43;636;5700;509;1143;2002;369;8638;-;9;6;1;-;7;-;14;2;-
"314970 Perdigão";411;1367;1948;1259;1132;1942;7463;3290;2827;3323;5113;2332;1348;153;2167;5987;-;7;6132;1277;526;1057;1860;2101;139;495;48;1;596;32251;3070;8965;726;5174;834;690;55;170;102;112;1212;2573;401;9035;-;1;2;2;-;-;-;-;1;-
"314980 Perdizes";35;2168;3228;2630;2318;2888;13022;9249;11320;16030;15478;3872;1713;101;4988;18364;22;23;4154;1102;493;446;2067;3460;67;43;8;-;-;25795;-;8448;2503;3863;492;118;2;5314;24233;324;1999;6198;1579;20609;-;16;3;-;-;1;-;-;-;-
"314990 Perdões";55;318;1901;2835;3175;4310;17378;13153;14623;22022;985;144;2889;47;6483;20898;-;13;14281;1817;1181;82;8730;5442;100;197;-;1;2;26388;-;13981;244;7120;1600;21;-;710;80340;41;1737;6599;211;7749;-;20;20;-;-;10;-;-;3;15
"314995 Periquito";28;552;1158;946;1137;1830;6109;3381;3288;5574;2149;1469;1151;57;1272;3757;24;13;1790;555;580;399;603;821;84;53;-;1;6;12071;5067;3336;644;3084;231;908;33;221;5;158;1047;1968;691;7427;-;7;5;-;-;3;-;-;1;1
"315000 Pescador";124;590;869;839;878;1070;4280;2422;2229;4096;2141;1555;1100;71;2524;4783;11;17;8162;477;654;505;2870;1199;280;444;31;4;-;17910;1933;1349;402;2968;139;145;123;588;631;187;1040;3960;4;4321;-;4;2;-;-;1;-;-;-;1
"315010 Piau";555556;315;846;850;721;725;3219;2975;3467;219040;178;129;420;215;3040;9074;-;2;540;58;13;16;174;297;16;69;-;33;-;6359;4209;1923;3;531;14;-;25;594;-;81;806;844;545;3142;-;2;4;-;-;-;-;-;1;-
"315015 Piedade de Caratinga";1109;625;1777;1748;1821;2756;9571;4977;4645;7226;1935;1994;2461;52;1831;4901;14;5;12637;718;1119;415;1097;2773;286;222;6;40;98;36054;2860;5013;2854;9130;926;305;543;581;36746;382;1523;1638;202;2546;2;7;3;-;4;2;-;1;16;8
"315020 Piedade de Ponte Nova";-;83;326;324;319;391;1822;1063;917;1738;511;84;157;-;1077;2886;-;29;-;-;55;-;-;-;7;7;-;-;2;3883;183;1807;179;824;85;2;17;18;2;82;531;805;16;2202;-;10;3;-;-;1;-;-;2;4
"315030 Piedade do Rio Grande";-;159;583;610;912;929;4130;3776;5260;9108;388;130;1281;27;2126;14742;-;9;1638;457;42;26;752;593;11;22;-;5;8;6427;24325;6061;27;1973;38;7;7;1067;1426;182;1356;1091;335;14110;-;4;8;-;-;3;-;-;4;-
"315040 Piedade dos Gerais";73;337;1045;1280;1157;1454;3882;4196;5326;6628;1152;1335;1617;292;2727;7965;28;-;1711;851;337;508;1786;577;244;446;23;111;2;22923;609;6577;3486;6980;905;361;394;166;902;234;728;999;105;8748;-;2;3;-;-;7;-;-;-;2
"315050 Pimenta";2;928;1701;1822;1443;1916;11067;8447;10062;14451;3418;2283;2370;209;3163;6847;92;-;2624;863;1078;403;483;2364;14;1;-;722;-;12502;5381;6967;1232;15739;820;62;-;679;8;274;196;994;246;8204;1;14;11;-;-;1;-;-;2;4
"315053 Pingo-d'Água";602;793;1296;1183;1180;1600;3328;2723;2473;3999;409;171;978;125;1108;2461;5;4;8;-;848;-;-;-;-;-;-;-;-;4919;294;1889;77;792;128;43;3;79;3;97;2077;2254;1867;6583;-;-;-;-;-;-;-;-;-;-
"315057 Pintópolis";-;235;509;714;570;838;2298;1286;1330;2051;442;803;552;12;208;1492;-;11;4429;388;-;227;1075;602;96;68;30;4;-;6912;6467;2765;496;3679;220;173;101;304;4749;70;142;173;2;947;-;1;1;-;-;-;-;-;-;4
